BioSample_s	SAMN03565741	SAMN03565809	SAMN03565808	SAMN03565807	SAMN03565806	SAMN03565805	SAMN03565793	SAMN03565794	SAMN03565795	SAMN03565796	SAMN03565797	SAMN03565798	SAMN03565799	SAMN03565800	SAMN03565801	SAMN03565802	SAMN03565803	SAMN03565804	SAMN03565769	SAMN03565770	SAMN03565771	SAMN03565772	SAMN03565773	SAMN03565774	SAMN03565775	SAMN03565776	SAMN03565777	SAMN03565778	SAMN03565779	SAMN03565780	SAMN03565781	SAMN03565782	SAMN03565783	SAMN03565784	SAMN03565785	SAMN03565786	SAMN03565787	SAMN03565788	SAMN03565789	SAMN03565790	SAMN03565791	SAMN03565792	SAMN03565719	SAMN03565721	SAMN03565722	SAMN03565723	SAMN03565724	SAMN03565725	SAMN03565726	SAMN03565727	SAMN03565728	SAMN03565729	SAMN03565730	SAMN03565731	SAMN03565732	SAMN03565733	SAMN03565734	SAMN03565735	SAMN03565736	SAMN03565737	SAMN03565738	SAMN03565739	SAMN03565740	SAMN03565742	SAMN03565743	SAMN03565744	SAMN03565745	SAMN03565746	SAMN03565747	SAMN03565748	SAMN03565749	SAMN03565750	SAMN03565751	SAMN03565752	SAMN03565753	SAMN03565754	SAMN03565755	SAMN03565756	SAMN03565757	SAMN03565758	SAMN03565759	SAMN03565760	SAMN03565761	SAMN03565762	SAMN03565763	SAMN03565764	SAMN03565765	SAMN03565766	SAMN03565767	SAMN03565768	SAMN03565707	SAMN03565708	SAMN03565709	SAMN03565710	SAMN03565711	SAMN03565712	SAMN03565713	SAMN03565714	SAMN03565715	SAMN03565716	SAMN03565717	SAMN03565718	SAMN03565720
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Butyricimonas	0.0	0.00013381506757660912	0.0003252032520325203	0.0011652295502213937	0.0	0.0	0.0	0.0	0.0	0.0005592841163310962	0.0	0.0	0.0	0.00027151778441487917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005320563979781857	0.002757669769045157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012978585334198572	0.0033204205866076367	0.0	0.00023386342376052386	0.0	0.0	0.0002063983488132095	0.00041407867494824016	0.0	0.0	0.0	0.0	0.005989583333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009191176470588235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004283091984499286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007230657989877079	0.0003268507926131721	0.0	0.0	0.0	0.0	0.002474776318294308	0.0	0.0021970593206016562	0.000177210703526493	0.0	0.004095213718965958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	0.0	0.0	0.0	0.0032626427406199027	0.0016626360338573157	0.003758456527186169	0.0	0.007029876977152901	0.0022057349107679966	0.009228187919463088	0.009280742459396751	0.006891548784911135	0.0027077339651379252	0.0013575889220743959	0.0023219814241486067	0.0006243496357960458	0.00032425421530479895	0.00014869888475836432	0.002079002079002079	0.003954653308726602	0.0	0.0005320563979781857	0.0006894174422612892	0.00196078431372549	0.0026130128037627383	0.0	0.003641545281823939	0.0	0.002289726759273393	0.005243088655862727	0.008565866320571058	0.0	0.002227722772277228	0.007483629560336763	0.0	0.0	0.0041279669762641896	0.0	0.0025849812588858733	0.0010183299389002038	0.0	0.0	0.003125	0.0015642458100558658	0.00099601593625498	0.0012084592145015106	0.0	0.0008931761343336905	0.0009530617107457708	0.0	0.0004677997816934352	0.0	0.00045955882352941176	0.0	0.0010986596352450012	0.00812688425743872	0.0001552312946289972	0.0008764241893076249	0.0005243151133831433	0.0013172338090010976	0.0	0.0	0.001136202243999432	0.0014973795857249812	0.0015764582238570678	0.0046910055068325514	0.00014718869590815426	0.0	0.00042265426880811494	0.0	0.0	0.001141552511415525	0.002087246921310791	0.00043904580711254205	0.0003256798567008631	0.0014044943820224719	0.01278207353637368	0.0026030368763557484	0.0017976793593724465	0.0013425071320691392	0.0025196850393700786	0.0036477987421383645	0.0008014961261020572	0.0005711022272986865	0.011230623220499843	0.001521041068108839	0.0	0.0	0.0	0.0	0.0	0.0	0.00021598272138228941	0.002362347810285299	0.0	0.002278336814125688	0.0	0.0	0.004094546808114647	0.007792207792207792	0.0025733401955738548	0.0007871949619522435	0.007814469372321654
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	0.00015216068167985393	0.03786966412418038	0.022764227642276424	0.05196923793987415	0.014207980652962516	0.010273114507642195	0.0239827539746699	0.002196836555360281	0.03990374974934831	0.04278523489932886	0.023975251353441612	0.026115342763873773	0.022846505330851242	0.04344284550638067	0.015479876160990712	0.004786680541103018	0.008754863813229572	0.0005947955390334573	0.004158004158004158	0.014236751911415765	0.14539446509706733	0.01569566374035648	0.011030679076180628	0.019934640522875812	0.0778677815521296	0.020168067226890758	0.003641545281823939	0.007477153143173636	0.022744619142115705	0.02335557673975214	0.005580791693705386	0.013281682346430549	0.016584158415841585	0.02291861552853134	0.12010078387458005	0.014221297259798822	0.006191950464396284	0.00020703933747412008	0.010469174098487785	0.017311608961303463	0.02753623188405797	0.010567424764530207	0.028385416666666666	0.01452513966480447	0.01195219123505976	0.002416918429003021	0.011904761904761904	0.003394069310468024	0.010960209673576363	0.044010715652506686	0.00296273195072509	0.0005586592178770949	0.010799632352941176	0.006986344871387742	0.009448472863107009	0.020841525756979944	0.0	0.022261174408413673	0.006029623803906149	0.02041712403951701	0.037187127532777114	0.0006338474540460595	0.005965061780997018	0.03443973047167457	0.010860045542126467	0.01754028146033041	0.0047100382690609364	0.0015564202334630351	0.010566356720202875	0.01911992127091242	0.02269983095870563	0.0015220700152207	0.015654351909830933	0.004683155275867115	0.01791239211854747	0.0	0.0	0.013593637020968908	0.006863866644876613	0.018291659674442018	0.005826771653543307	0.014591194968553461	0.006545551696500134	0.00894726822767942	0.0	0.004901132330572926	0.0026581605528973947	0.0034236804564907277	0.010493985154850269	0.0	0.0011843079200592153	0.03442456969287884	0.004211663066954644	0.0052698528075595125	0.0018454724409448819	0.014239605088285551	0.007958990961823823	0.0484318327288244	0.00148892611204169	0.02263450834879406	0.010293360782295419	0.0	0.019410133602218303
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001621271076523995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31210191082802546	0.0	0.011916110581506198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5132190067881386	0.0004765308553728854	0.025066972828166858	0.0	0.0005586592178770949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003268507926131721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048232848232848236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08402234636871508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011412268188302425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella	0.0	0.0	0.002926829268292683	0.0	0.0	0.0	0.0026946914578280788	0.0	0.0	0.0	0.022041763341067284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004984768762115757	0.0	0.0011916110581506197	0.0	0.0	0.0	0.0018709073900841909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001905366783105748	0.002856515051637003	0.0	0.0	0.0	0.0	0.0008781558726673985	0.0009535160905840286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010799136069114471	0.005088133745229874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.0	0.0	0.0	0.10580284316010255	0.0	0.0007516913054372337	0.24993263271355431	0.0	0.00060156406657309	0.0	0.0	0.0	0.00016923337282112033	0.0	0.0007739938080495355	0.0	0.017833981841763942	0.7823048327137547	0.29854469854469856	0.30108093857105195	0.03676166873192896	0.0	0.0	0.00196078431372549	0.0	0.0	0.0	0.0	0.0	0.03646329837940896	0.0	0.0	0.0	0.018475210477081384	0.0	0.0	0.2317853457172343	0.0	0.0	0.0	0.0	0.0	0.0	0.000223463687150838	0.00049800796812749	0.0	0.0	0.0	0.0	0.0	0.0001559332605644784	0.0	0.0	0.0	0.0006591957811470007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003891050583657588	0.00021132713440405747	0.0	0.0002414875633904854	0.0	0.0	0.0	0.0	0.0	0.0015780337699226763	0.0	0.0003268507926131721	0.0001678133915086424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00884450784593438	0.0	0.000177367860943597	0.0	0.0001124985937675779	0.0	0.07214246774486643	0.0	0.0	0.0	0.0	0.00018611576400521124	0.0	0.0	0.0	0.2987143937484245
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0.0036518563603164943	0.0018734109460725277	0.016585365853658537	0.01957585644371941	0.09537484885126966	0.024555249310949635	0.0009431420102398275	0.03690685413005272	0.02225787046320433	0.03887024608501118	0.030549110595514305	0.07000362713093942	0.0416314097139956	0.010860711376595167	0.043343653250773995	0.03329864724245577	0.01297016861219196	0.0011895910780669145	0.037422037422037424	0.035328236224624304	0.048120611317637334	0.035913806863527534	0.045501551189245086	0.009150326797385621	0.06349621113143454	0.012004801920768308	0.04053198226725776	0.009138742730545555	0.01740192337047779	0.07387988560533841	0.019857235561323818	0.03818483674598783	0.029455445544554457	0.009354536950420954	0.09546472564389699	0.000346860908775581	0.017543859649122806	0.004347826086956522	0.05027788548533023	0.057841140529531564	0.027536231884057974	0.03445899379738112	0.621875	0.028156424581005583	0.026892430278884466	0.036555891238670694	0.012337662337662338	0.0030367988567345477	0.030497974743864665	0.031190202831993877	0.014657726493060972	0.004469273743016759	0.02228860294117647	0.000952683391552874	0.05603164139749506	0.011928168829466509	0.0057435579012728956	0.05258545135845749	0.009175514484205007	0.07837541163556531	0.0004767580452920143	0.024086203253750264	0.000284050560999858	0.02720239580733716	0.11770888071466105	0.03446869263716092	0.015013246982631734	0.019455252918287938	0.020076077768385464	0.002671165471671587	0.03260082105771553	0.028729071537290714	0.07910665831767898	0.005853944094833894	0.019377951473701353	0.2801327885597549	0.14738835411077797	0.03933477946493131	0.047066514136296776	0.03658331934888404	0.027716535433070868	0.02830188679245283	0.0038738979428266096	0.08166761850371217	0.2477064220183486	0.042589149907047485	0.006202374623427255	0.02453637660485022	0.02559508574353724	0.03387726144022703	0.002072538860103627	0.03689953875576556	0.008963282937365011	0.039433036525531526	0.007750984251968504	0.012910575280045567	0.01659247268312424	0.006400682739492213	0.028103480364786895	0.06530612244897958	0.0725681935151827	0.03726056153240621	0.04008066549029493
k__Bacteria;p__Cyanobacteria/Chloroplast;c__Chloroplast;o__;f__Chloroplast;g__Streptophyta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005004766444232603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022787028921998245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__;o__;f__;g__	0.0006086427267194157	0.00013381506757660912	0.0	0.00023304591004427873	0.0004534461910519951	0.0015033826108744675	0.0	0.005492091388400703	0.0	0.010626398210290829	0.0027068832173240526	0.0018135654697134566	0.0006769334912844813	0.0035297311973934292	0.0005159958720330237	0.002497398543184183	0.05350194552529183	0.0008921933085501859	0.0	0.0010545742156604272	0.010532837670384139	0.0023942537909018356	0.0	0.007516339869281045	0.0	0.00024009603841536616	0.0012666244458518047	0.0013846579894765993	0.0003052969012364525	0.0009532888465204957	0.00012978585334198572	0.00691754288876591	0.0	0.002572497661365762	0.004479283314669653	0.000346860908775581	0.0020639834881320948	0.0010351966873706005	0.0041359700142173965	0.0	0.0006211180124223603	0.0009189065012634965	0.005208333333333333	0.0	0.0	0.0009063444108761329	0.0007575757575757576	0.0057163272597356195	0.0002382654276864427	0.0007654037504783774	0.0003118665211289568	0.0016759776536312849	0.0009191176470588235	0.0012702445220704986	0.0006591957811470007	0.0	0.0	0.00017528483786152498	0.001441866561803644	0.010098792535675083	0.0019070321811680572	0.0004225649693640397	0.001136202243999432	0.003743448964312453	0.0003503240497460151	0.0038751784621660207	0.0	0.0011673151750972765	0.0	0.0007029382820188388	0.0004829751267809708	0.0	0.0	0.0	0.0011398794984530207	0.0	0.0009468202619536059	0.00028922631959508316	0.0024513809445987906	0.004698774962241987	0.011968503937007874	0.00025157232704402514	0.0006679134384183809	0.00019036740909956216	0.0014236001265422334	0.0033800912624640865	0.000177210703526493	0.002567760342368046	0.0005119017148707448	0.0023057821922667612	0.003256846780162842	0.0002249971875351558	0.10907127429805616	0.011630019989096855	0.0020915354330708663	0.001139168407062844	0.0	0.0019202048218476637	0.0	0.015584415584415584	0.03036541430777149	0.0028863815271582263	0.006049911772119989
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003627130939426913	0.0	0.014933478142818354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027693159789531985	0.0	0.0	0.0	0.002213613724405091	0.0	0.0016370439663236668	0.0	0.008324661810613945	0.0	0.0	0.0	0.0	0.0	0.0006891798759476223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017528483786152498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018986140117714066	0.0	0.0	0.0	0.0	0.0002573340195573855	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0.0009129640900791236	0.0	0.0	0.0	0.0	0.0	0.0009431420102398275	0.0	0.0004010427110487267	0.0002796420581655481	0.0	0.0003627130939426913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005538631957906397	0.00122118760494581	0.0	0.00025957170668397143	0.0019369120088544548	0.0	0.0	0.0	0.0	0.0	0.0	0.00025849812588858733	0.0	0.0	0.0011486331265793705	0.0	0.000446927374301676	0.00049800796812749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010564124234100994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016283992835043154	0.0	0.00047341013097680287	0.00014461315979754158	0.0	0.0001678133915086424	0.00015748031496062991	0.00012578616352201257	0.0	0.0	0.00031635558367605187	0.0	0.000354421407052986	0.0011412268188302425	0.0	0.0	0.007253886010362694	0.0030374620317246033	0.00021598272138228941	0.00036343812465927677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.0010651247717589774	0.00013381506757660912	0.0	0.0016313213703099511	0.0004534461910519951	0.0	0.0004042037186742118	0.0	0.0004010427110487267	0.0019574944071588368	0.001160092807424594	0.003989844033369605	0.00016923337282112033	0.008417051316861254	0.0012899896800825593	0.001040582726326743	0.0048638132295719845	0.0011895910780669145	0.0	0.001318217769575534	0.0006195786864931846	0.0026602819898909284	0.0006894174422612892	0.005555555555555556	0.0005226025607525476	0.024249699879951982	0.005541481950601647	0.012184990307394073	0.0	0.0007149666348903718	0.0010382868267358857	0.0005534034311012728	0.00024752475247524753	0.0	0.0	0.012140131807145335	0.0	0.0010351966873706005	0.003360475636551635	0.004073319755600815	0.0	0.00022972662531587412	0.0	0.0029050279329608936	0.0049800796812749	0.0	0.0	0.0	0.0030974505599237552	0.0	0.0006237330422579137	0.0	0.0009191176470588235	0.000952683391552874	0.0008789277081960009	0.0006553938917289292	0.0	0.0007011393514460999	0.007602569144055577	0.0	0.010727056019070322	0.01542362138178745	0.000284050560999858	0.005989518342899925	0.0003503240497460151	0.0010197838058331635	0.0011775095672652341	0.0011673151750972765	0.006339814032121725	0.0036552790664979616	0.00893503984544796	0.0001902587519025875	0.0004174493842621582	0.0002926972047416947	0.0014655593551538837	0.0005107252298263534	0.0009468202619536057	0.0005784526391901663	0.0004902761889197581	0.009397549924483974	0.005511811023622047	0.0006289308176100629	0.0005343307507347048	0.0	0.0009490667510281556	0.0001690045631232043	0.001949317738791423	0.0094151212553495	0.00537496800614282	0.009755232351897835	0.001924500370096225	0.0002249971875351558	0.0010799136069114472	0.0018171906232963837	0.001968503937007874	0.00037972280235428136	0.0	0.0002133560913164071	0.00018611576400521124	0.008534322820037106	0.0002573340195573855	0.0007871949619522435	0.00025207965717166626
k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__	0.0	0.0	0.0	0.0	0.0031741233373639662	0.0	0.0	0.0008787346221441124	0.0	0.0013982102908277404	0.0	0.0025389916575988395	0.0	0.0	0.00025799793601651185	0.0002081165452653486	0.0	0.0	0.0002079002079002079	0.0002636435539151068	0.0	0.0	0.0	0.000326797385620915	0.0	0.0007202881152460984	0.0	0.0	0.0	0.0	0.00025957170668397143	0.001936912008854455	0.0	0.0	0.0002799552071668533	0.0	0.0002063983488132095	0.0	0.0	0.0006109979633401223	0.0	0.0	0.0026041666666666665	0.0	0.0	0.0	0.0	0.0	0.0011913271384322134	0.0	0.0	0.0	0.0006893382352941177	0.022864401397268974	0.0	0.0	0.0	0.0	0.0	0.0006586169045005489	0.0	0.0	0.0	0.0	0.00017516202487300754	0.0	0.00014718869590815426	0.0	0.0	0.0	0.0	0.0	0.0004174493842621582	0.0	0.0	0.0	0.0	0.0	0.0004902761889197581	0.0013425071320691392	0.0	0.0	0.0	0.001142204454597373	0.0014236001265422334	0.0013520365049856345	0.0	0.0	0.0	0.000177367860943597	0.028127313101406367	0.0003374957813027337	0.0019438444924406047	0.00036343812465927677	0.0	0.0	0.0	0.0	0.0	0.0025974025974025974	0.0	0.0005247966413014956	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	0.026628119293974437	0.0025424862839555726	0.02504065040650406	0.015381030062922397	0.03854292623941959	0.009270859433725881	0.00013473457289140393	0.04349736379613355	0.00020052135552436334	0.011185682326621923	0.06805877803557618	0.1142546245919478	0.015231003553900835	0.017920173771382025	0.01857585139318885	0.05015608740894901	0.16277561608300903	0.0008921933085501859	0.0014553014553014554	0.00817295017136831	0.009706732755059892	0.007714817770683693	0.022061358152361252	0.04084967320261439	0.013848967859942513	0.0016806722689075631	0.00031665611146295124	0.001661589587371919	0.0030529690123645243	0.03503336510962821	0.003374432186891629	0.051466519092418374	0.016089108910891093	0.02782974742750234	0.014837625979843224	0.04682622268470344	0.02724458204334366	0.014078674948240166	0.0046529662659945716	0.001629327902240326	0.05175983436853002	0.0034458993797381117	0.01354166666666667	0.001787709497206704	0.0298804780876494	0.005740181268882176	0.001515151515151515	0.03376205787781351	0.018822968787228975	0.00019135093761959434	0.0001559332605644784	0.08603351955307262	0.029641544117647054	0.02349952365830422	0.007031421665568008	0.0005243151133831433	0.0001552312946289972	0.025241016652059592	0.0006553938917289291	0.04698133918770582	0.0007151370679380214	0.00021128248468201986	0.000852151682999574	0.019465934614424762	0.10632334909791562	0.016928411176830513	0.012363850456284955	0.006614785992217899	0.004015215553677092	0.0	0.004588263704419223	0.005136986301369863	0.01356710498852014	0.0008780916142250841	0.001465559355153884	0.0020429009193054137	0.03597916995423702	0.0046276211135213305	0.017323092008498124	0.1010236616882027	0.03952755905511811	0.00025157232704402514	0.004408228693561313	0.00437845040928993	0.009332489718443531	0.004225114078080108	0.000708842814105972	0.005991440798858772	0.0120296902994625	0.0017736786094359701	0.1228719467061436	0.006524918438519519	0.025701943844492446	0.010721424677448663	0.0011072834645669291	0.006075564837668501	0.0032375556454876564	0.006827394922125028	0.000744463056020845	0.2096474953617811	0.06510550694801855	0.05694043558121228	0.02646836400302496
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto	0.004412659768715763	0.04067978054328918	0.005203252032520325	0.00046609182008855747	0.0030229746070133015	0.026810323227261335	0.0	0.006590509666080845	0.0004010427110487267	0.0	0.001160092807424594	0.003989844033369605	0.000507700118463361	0.05321748574531632	0.009545923632610939	0.004994797086368367	0.00032425421530479895	0.0005947955390334573	0.0002079002079002079	0.0002636435539151068	0.0010326311441553077	0.005852620377760046	0.004481213374698381	0.03660130718954248	0.08622942252417039	0.0016806722689075631	0.006333122229259027	0.01550816948213791	0.0004579453518546787	0.010724499523355578	0.01518494484101233	0.02794687327061428	0.04504950495049506	0.004677268475210477	0.0	0.0038154699965313905	0.008668730650154798	0.004140786749482402	0.00012924906294429367	0.01771894093686354	0.0	0.0195267631518493	0.0036458333333333334	0.004916201117318437	0.018924302788844615	0.0009063444108761329	0.0	0.016791711325473385	0.05861329521086493	0.0	0.0003118665211289568	0.012849162011173185	0.030101102941176468	0.00031756113051762465	0.0013183915622940012	0.00013107877834578582	0.0	0.0012269938650306747	0.007995805479092935	0.003732162458836444	0.059356376638855776	0.0	0.000426075841499787	0.010731220364362366	0.0005254860746190227	0.005914746073832346	0.0011775095672652341	0.006614785992217901	0.001267962806424345	0.1644875579924083	0.018353054817676896	0.00532724505327245	0.0020872469213107903	0.0	0.0009770395701025893	0.0005107252298263534	0.0007890168849613382	0.00014461315979754158	0.0034319333224383077	0.00419533478771606	0.009448818897637797	0.007044025157232705	0.0001335826876836762	0.07100704359413668	0.007750711800063272	0.0008450228156160215	0.02091086301612618	0.03566333808844508	0.0	0.000532103582830791	0.00029607698001480384	0.0015749803127460907	0.0008639308855291577	0.004724695620570598	0.016978346456692914	0.0015188912094171254	0.00013489815189531904	0.004053765735011735	0.0011166945840312675	0.0018552875695732837	0.020586721564590838	0.2957229073733928	0.0012603982858583312
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Sarcina	0.007760194765672551	0.006289308176100628	0.02146341463414634	0.0	0.0	0.011024805813079429	0.0	0.0	0.0	0.0	0.0003866976024748647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002079002079002079	0.06380174004745584	0.0	0.0026602819898909284	0.0006894174422612892	0.011111111111111112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005940594059405941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010416666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00592755214050494	0.0	0.0	0.0	0.004492138757174943	0.002277106323349098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012768130745658836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001764557600201664
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XII;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00065359477124183	0.0002613012803762738	0.0	0.0	0.0	0.0	0.00023832221163012392	0.0	0.0	0.0	0.0	0.0002799552071668533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00049800796812749	0.0	0.00010822510822510823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021973192704900023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004079135223332653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001678133915086424	0.0	0.00025157232704402514	0.0	0.0	0.00015817779183802593	0.0001690045631232043	0.0	0.0002853067047075606	0.0	0.000354735721887194	0.0	0.0	0.0	0.0	0.0	0.00018986140117714068	0.0	0.0004267121826328142	0.0	0.0	0.0	0.0	0.00025207965717166626
