Organism	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	0.06631989596879063	0.030729833546734954	0.0045662100456621	0.05007587253414264	0.01694915254237288	0.0	0.08733624454148471	0.0	0.017873941674506115	0.014164305949008499	0.044384057971014496	0.030431107354184278	0.09079754601226994	0.0	0.04520990312163617	0.021828103683492497	0.0199203187250996	0.0	0.05141388174807198	0.0	0.0	0.0	0.0	0.02537593984962406	0.032700421940928266	0.02230151650312221	0.06340057636887608	0.005686433793663688	0.03919491525423729	0.01680672268907563	0.003826530612244898	0.01740506329113924	0.00801924619085806	0.001953125	0.04662004662004662	0.01015228426395939	0.13242375601926165	0.02826086956521739	0.0	0.026699029126213594	0.008027522935779817	0.05201698513800425	0.0015337423312883436	0.02816901408450704	0.017329255861365953	0.02824858757062147	0.0	0.043771043771043766	0.07166482910694597	0.0	0.0	0.039655172413793106	0.04468412942989214	0.011893870082342177	0.05157894736842105	0.19284940411700974	0.052307692307692305	0.0	0.007677543186180422	0.01579466929911155	0.06367432150313153	0.0014619883040935672	0.07372881355932204	0.03458498023715415	0.047430830039525695	0.025117739403453687	0.0	0.05568445475638051	0.06962025316455697	0.04659090909090909	0.024676850763807285	0.0058823529411764705	0.0019646365422396855	0.0	0.0	0.013717421124828533	0.0	0.0	0.049635036496350364	0.03007518796992481	0.12825278810408922	0.003389830508474576	0.004746835443037975	0.10341365461847389	0.004559270516717325	0.0	0.10483042137718396	0.05870841487279843	0.0013879250520471894	0.0	0.05716406829992576	0.0	0.050430504305043054	0.12155059132720104	0.03766025641025641	0.026701119724375538	0.04404873477038426	0.0	0.0	0.022614840989399292	0.014637002341920375	0.0	0.0	0.06856187290969899	0.034739454094292806	0.00974025974025974	0.0	0.029580152671755726	0.01458670988654781	0.0009191176470588235	0.02854330708661417	0.0	0.0448642266824085	0.006809338521400778	0.004126547455295736	0.16	0.017524644030668127	0.0	0.0	0.043583535108958835	0.0	0.0013954786491766676	0.0019470404984423676	0.11436950146627566	0.0	0.02279752704791345	0.05555555555555555	0.018541930046354824	0.005115089514066497	0.0	0.0035211267605633804	0.0	0.0010245901639344263	0.0	0.07692307692307693	0.015065913370998116	0.003873466752743706	0.03368794326241135	0.04204204204204204	0.016224986479177934	0.024058323207776428	0.01706036745406824	0.0	0.015361744301288404	0.04060017652250662	0.06957708049113234	0.0	0.08171009359979761	0.015355086372360844	0.00023573785950023574	0.008849557522123894	0.0	0.0012853470437017994	0.047087980173482036	0.03767589650476623	0.036571428571428574	0.028319697923222153	0.0022459292532285235	0.0	0.012106537530266344	0.02036711088760372	0.0	0.026525198938992044	0.06666666666666667	0.03524229074889868	0.0	0.0	0.0	0.0011993283761093788	0.0	0.013631597343586158	0.0	0.0	0.024634146341463416	0.0	0.011026033690658498	0.0	0.0	0.0	0.0022459292532285235	0.017811704834605598	0.02706185567010309	0.0030864197530864196	0.011560693641618497	0.041666666666666664	0.027611044417767107	0.011235955056179775	0.042959427207637235	0.00482315112540193	0.03278688524590164	0.00718132854578097	0.020202020202020204	0.015151515151515152	0.0	0.062360801781737196	0.0	0.0	0.02685421994884911	0.0	0.011477761836441894	0.009320905459387484	0.056921086675291076	0.04000000000000001	0.0	0.054357204486626405	0.01773399014778325	0.03913043478260869	0.005597014925373134	0.096045197740113	0.023878437047756874	0.054140127388535034	0.044478527607361956	0.018532818532818532	0.011450381679389313	0.01588502269288956	0.015625	0.023157894736842103	0.07090909090909091	0.011444921316165951	0.04423592493297587	0.14378659726740403	0.044444444444444446
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023319615912208505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01807044410413476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Howardella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056657223796034	0.0	0.0	0.0	0.0008787346221441124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009149130832570906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031645569620253164	0.003409090909090909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00291970802919708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006605019815059445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009541984732824427	0.0	0.0	0.000984251968503937	0.0	0.0023612750885478157	0.0	0.0	0.0035555555555555557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018832391713747645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000441306266548985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008170676350431231	0.0	0.0	0.0	0.0	0.0	0.011063615790797083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiracea_incertae_sedis	0.01950585175552666	0.15108834827144685	0.1267123287671233	0.03793626707132019	0.09908735332464146	0.06652806652806653	0.14556040756914118	0.06697674418604652	0.03951081843838194	0.049575070821529746	0.025362318840579715	0.030431107354184278	0.08343558282208592	0.0008787346221441124	0.03659849300322928	0.339699863574352	0.002390438247011952	0.010158013544018058	0.18251928020565553	0.06877729257641922	0.12808988764044943	0.1681614349775785	0.05544933078393881	0.10714285714285715	0.15822784810126583	0.1311329170383586	0.09317963496637849	0.015434606011372864	0.11970338983050847	0.06535947712418301	0.03571428571428571	0.13132911392405064	0.028869286287089013	0.01953125	0.08857808857808858	0.047715736040609136	0.12680577849117172	0.03804347826086957	0.3576494427558258	0.0412621359223301	0.12844036697247707	0.08174097664543524	0.09509202453987732	0.032863849765258225	0.19367991845056068	0.02824858757062147	0.39276139410187666	0.20202020202020204	0.11907386990077178	0.05597416576964478	0.2059645852749301	0.12758620689655173	0.06317411402157165	0.011893870082342179	0.018947368421052633	0.11592632719393281	0.025384615384615387	0.005	0.1871401151631478	0.02073050345508391	0.08455114822546973	0.02631578947368421	0.15338983050847452	0.05632411067193675	0.2516469038208169	0.006279434850863423	0.016476552598225603	0.09396751740139211	0.09335443037974683	0.09318181818181817	0.10458284371327849	0.008823529411764706	0.0	0.0	0.00999000999000999	0.03017832647462277	0.2293165467625899	0.07894736842105263	0.14890510948905109	0.12197159565580618	0.01486988847583643	0.003389830508474576	0.020569620253164556	0.04819277108433734	0.019756838905775075	0.16214177978883862	0.1654676258992806	0.13013698630136986	0.02220680083275503	0.0036075036075036075	0.030438010393466965	0.09577278731836195	0.03567035670356704	0.0795006570302234	0.11137820512820512	0.10163652024117141	0.056232427366447985	0.0	0.009009009009009009	0.012014134275618375	0.04274004683840749	0.01236603462489695	0.011811023622047244	0.28846153846153844	0.018196856906534324	0.11282467532467533	0.10488958990536278	0.029580152671755726	0.1012965964343598	0.025735294117647058	0.06200787401574803	0.06740681998413957	0.12278630460448643	0.030155642023346304	0.02888583218707015	0.041777777777777775	0.26725082146768886	0.1105121293800539	0.49859681945743684	0.2711864406779661	0.022727272727272728	0.3622662573262629	0.18574766355140185	0.15249266862170088	0.09932088285229201	0.01970633693972179	0.03333333333333333	0.022334597555836493	0.06649616368286446	0.024257425742574258	0.0	0.24087123638693145	0.4077868852459016	0.03784798248357836	0.06730769230769232	0.0583804143126177	0.10587475790832794	0.4219858156028368	0.26126126126126126	0.1108707409410492	0.08699878493317133	0.09580052493438321	0.031007751937984496	0.06194251734390486	0.0037511032656663726	0.01637107776261937	0.021201413427561835	0.028332911712623324	0.08061420345489442	0.1445073078736445	0.008849557522123894	0.0	0.0032133676092544984	0.1524163568773234	0.036314117113027684	0.008285714285714285	0.057268722466960346	0.31723750701852893	0.017241379310344827	0.08555286521388217	0.009554940910233845	0.06711409395973154	0.1273209549071618	0.045238095238095244	0.028634361233480177	0.35758377425044086	0.18918918918918917	0.18992027334851935	0.12712880786759415	0.02795698924731183	0.0003495281370150297	0.008333333333333333	0.0364963503649635	0.1053658536585366	0.02632794457274827	0.010413476263399694	0.18674211802748583	0.0	0.03495145631067961	0.06457046603032005	0.047073791348600506	0.051546391752577324	0.046296296296296294	0.057803468208092484	0.12009803921568626	0.11644657863145258	0.0898876404494382	0.00954653937947494	0.024115755627009645	0.01092896174863388	0.04488330341113106	0.09090909090909091	0.030303030303030304	0.011881188118811881	0.1514476614699332	0.01079136690647482	0.06486486486486487	0.025575447570332484	0.005819592628516004	0.11477761836441894	0.6218375499334221	0.07761966364812421	0.20903225806451614	0.10683760683760685	0.08283002588438308	0.1527093596059113	0.1681159420289855	0.01958955223880597	0.026836158192090398	0.09840810419681621	0.21894904458598724	0.21012269938650308	0.08494208494208494	0.0648854961832061	0.11724659606656582	0.15789473684210528	0.06596491228070174	0.2096969696969697	0.02861230329041488	0.28284182305630023	0.1730644111906311	0.06666666666666667
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lactonifactor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015936254980079682	0.0	0.000856898029134533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008090614886731392	0.0034403669724770644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009319664492078285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007849293563579278	0.0	0.0	0.0	0.0011363636363636363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010277492291880781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008285004142502071	0.000693000693000693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00030627871362940275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013012361743656475	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002717391304347826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008090614886731392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018298261665141812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013717421124828531	0.0	0.0	0.0	0.0	0.0	0.0	0.004746835443037975	0.0	0.0	0.0	0.0020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009541984732824427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005115089514066497	0.0	0.0	0.0	0.0	0.0	0.019230769230769232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012787723785166241	0.0	0.005738880918220947	0.0	0.0	0.0	0.0	0.0	0.0009852216748768472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001272264631043257	0.0	0.0	0.0	0.0	0.0	0.002680965147453083	0.0	0.0010582010582010583
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Robinsoniella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05468102734051367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013406940063091483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	0.0	0.03713188220230474	0.06506849315068493	0.0	0.019556714471968707	0.0	0.018922852983988353	0.06232558139534884	0.01599247412982126	0.00141643059490085	0.0878623188405797	0.0016906170752324597	0.0	0.0	0.0	0.0	0.11792828685258964	0.0	0.02313624678663239	0.0611353711790393	0.040449438202247195	0.0	0.0	0.1325187969924812	0.0031645569620253164	0.008920606601248885	0.019212295869356386	0.024370430544272955	0.01483050847457627	0.08590102707749767	0.0	0.0870253164556962	0.0024057738572574178	0.123046875	0.013986013986013986	0.016243654822335026	0.002407704654895666	0.11630434782608695	0.0	0.06715210355987054	0.0	0.0021231422505307855	0.004601226993865031	0.045774647887323945	0.009174311926605505	0.14406779661016947	0.0	0.021885521885521887	0.0	0.007534983853606028	0.038210624417520975	0.056896551724137934	0.0	0.06495882891125343	0.07894736842105263	0.0010834236186348862	0.03769230769230769	0.0	0.07389635316698656	0.008884501480750246	0.0	0.0	0.013559322033898305	0.05533596837944664	0.0	0.07221350078492936	0.0	0.0034802784222737818	0.03481012658227848	0.15909090909090906	0.04935370152761458	0.0	0.0	0.05128205128205129	0.0	0.030178326474622767	0.006294964028776978	0.014431239388794568	0.00291970802919708	0.031746031746031744	0.0	0.003389830508474576	0.03481012658227848	0.007028112449799197	0.0007598784194528875	0.0	0.012332990750256937	0.003913894324853229	0.020124913254684247	0.0	0.0	0.0	0.006150061500615006	0.0019710906701708277	0.0	0.002583979328165375	0.0037488284910965324	0.3148301574150787	0.03049203049203049	0.0	0.09718969555035128	0.06347897774113767	0.001968503937007874	0.0	0.11910669975186103	0.0	0.0	0.03625954198473283	0.013776337115072933	0.007352941176470588	0.00984251968503937	0.042030134813639965	0.03659976387249114	0.036964980544747075	0.001375515818431912	0.011555555555555555	0.0	0.0	0.0	0.0	0.007575757575757576	0.0	0.04244548286604361	0.0	0.0	0.0	0.009259259259259259	0.0058997050147492625	0.005115089514066497	0.0	0.0	0.0	0.0	0.0009383797309978105	0.0	0.05649717514124293	0.00032278889606197545	0.0035460992907801418	0.0	0.001081665765278529	0.0	0.02099737532808399	0.007751937984496124	0.03468780971258672	0.003971756398940865	0.02660300136425648	0.010600706713780918	0.06400202377940804	0.056142034548944335	0.0	0.047787610619469026	0.0	0.13496143958868895	0.021065675340768277	0.11847480708125283	0.008	0.0012586532410320957	0.0	0.0	0.08313155770782889	0.09655519235604727	0.08187919463087248	0.005305039787798408	0.0380952380952381	0.00881057268722467	0.0004409171075837742	0.001617001617001617	0.0	0.0033581194531062605	0.007885304659498209	0.0006990562740300594	0.0	0.0	0.13634146341463416	0.004849884526558892	0.016539050535987747	0.0	0.0	0.013592233009708736	0.0005614823133071309	0.005089058524173028	0.05283505154639175	0.0	0.08670520231213871	0.049019607843137254	0.06722689075630252	0.03932584269662921	0.10501193317422433	0.0	0.07650273224043716	0.008976660682226212	0.0	0.0202020202020202	0.02772277227722772	0.0022271714922048997	0.0	0.11891891891891893	0.01918158567774936	0.0019398642095053346	0.0014347202295552368	0.002663115845539281	0.00517464424320828	0.0025806451612903226	0.008547008547008548	0.0181190681622088	0.015763546798029555	0.02318840579710145	0.06996268656716419	0.029661016949152543	0.005065123010130246	0.006369426751592357	0.046012269938650305	0.003088803088803089	0.02926208651399491	0.0030257186081694403	0.01726973684210526	0.10035087719298245	0.009696969696969697	0.00715307582260372	0.042225201072386066	0.026024723487312947	0.0328042328042328
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus2	0.036410923276983094	0.04865556978233035	0.001141552511415525	0.02883156297420334	0.020860495436766623	0.0	0.0072780203784570605	0.01953488372093023	0.008466603951081843	0.0084985835694051	0.010869565217391304	0.009298393913778529	0.0147239263803681	0.029876977152899827	0.1001076426264801	0.03683492496589359	0.055776892430278883	0.02708803611738149	0.04113110539845759	0.014192139737991267	0.052808988764044947	0.013452914798206279	0.010516252390057362	0.02913533834586466	0.010548523206751054	0.0008920606601248885	0.040345821325648415	0.00974817221770918	0.022245762711864406	0.028944911297852476	0.002551020408163265	0.026898734177215188	0.0008019246190858059	0.00390625	0.016317016317016316	0.05583756345177665	0.015248796147672551	0.03913043478260869	0.0	0.0008090614886731392	0.06536697247706422	0.08598726114649681	0.030674846625766874	0.005868544600938967	0.006116207951070337	0.007532956685499058	0.0	0.003367003367003367	0.009922822491730982	0.017222820236813777	0.05405405405405406	0.011206896551724138	0.05238828967642527	0.006404391582799635	0.028421052631578948	0.015167930660888406	0.02076923076923077	0.0	0.0028790786948176585	0.004935834155972358	0.0	0.01608187134502924	0.04067796610169491	0.004940711462450592	0.08432147562582346	0.065149136577708	0.0	0.02088167053364269	0.023734177215189875	0.029545454545454545	0.005875440658049354	0.008823529411764706	0.005893909626719057	0.00641025641025641	0.04195804195804197	0.037037037037037035	0.015287769784172662	0.06281833616298811	0.03795620437956204	0.16875522138680032	0.0018587360594795538	0.0	0.0189873417721519	0.012048192771084338	0.0	0.0022624434389140274	0.052415210688591986	0.08806262230919765	0.016655100624566273	0.002886002886002886	0.0007423904974016332	0.023117569352708058	0.05412054120541206	0.0	0.0016025641025641025	0.0	0.015932521087160263	0.02816901408450704	0.006237006237006237	0.0	0.000585480093676815	0.01236603462489695	0.005905511811023622	0.04849498327759197	0.05955334987593052	0.040584415584415584	0.005520504731861199	0.009541984732824428	0.008914100486223663	0.027573529411764705	0.10531496062992127	0.0023790642347343376	0.020070838252656435	0.06809338521400779	0.011004126547455296	0.030222222222222223	0.0	0.0	0.0	0.053268765133171914	0.007575757575757576	0.0	0.17017133956386293	0.021994134897360705	0.22835314091680817	0.07650695517774342	0.10185185185185185	0.4091866835229667	0.2659846547314578	0.0	0.0	0.0	0.0010245901639344263	0.008758210822646231	0.21153846153846156	0.047080979284369114	0.16268560361523565	0.0	0.006006006006006006	0.061114115738236885	0.013608748481166463	0.030183727034120734	0.023255813953488372	0.10381565906838454	0.045454545454545456	0.11596180081855388	0.11307420494699648	0.17556286364786236	0.014875239923224568	0.011786892975011787	0.012389380530973451	0.0	0.010925449871465296	0.22676579925650558	0.04221516114389469	0.20685714285714285	0.03587161736941473	0.009545199326221224	0.0	0.06456820016142051	0.054815187327131004	0.005369127516778523	0.002652519893899204	0.09761904761904762	0.04185022026431718	0.0030864197530864196	0.30030030030030036	0.0	0.03573998560805949	0.024372759856630823	0.053128276826284515	0.075	0.014598540145985401	0.1507317073170732	0.08083140877598152	0.09647779479326186	0.0008084074373484236	0.0	0.015533980582524271	0.07804604154969119	0.01272264631043257	0.061855670103092786	0.040123456790123455	0.017341040462427744	0.014705882352941176	0.04201680672268908	0.20786516853932585	0.007159904534606206	0.003215434083601286	0.10382513661202186	0.03949730700179534	0.0	0.2601010101010101	0.0	0.08685968819599109	0.007194244604316547	0.010810810810810811	0.008951406649616368	0.03976721629485936	0.18651362984218076	0.03462050599201065	0.16946959896507116	0.3819354838709677	0.0	0.02070750647109577	0.041379310344827586	0.0608695652173913	0.005597014925373134	0.07203389830508476	0.03835021707670043	0.01751592356687898	0.02223926380368098	0.05019305019305019	0.04834605597964377	0.019667170953101363	0.005756578947368421	0.02736842105263158	0.07393939393939394	0.035765379113018594	0.010723860589812333	0.0247234873129473	0.010582010582010581
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028328611898017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008438818565400843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011655011655011656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019193857965451055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010277492291880781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018744142455482662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004051863857374392	0.0	0.0	0.0	0.0	0.0	0.001375515818431912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00264783759929391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006293266205160479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006430868167202572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013315579227696406	0.0	0.0	0.0	0.001725625539257981	0.0019704433497536944	0.0014492753623188406	0.0009328358208955224	0.0	0.0	0.0	0.0	0.0007722007722007722	0.019083969465648856	0.0	0.007401315789473684	0.0	0.0	0.0	0.0	0.0	0.0
