BioSample_s	SAMN01163983	SAMN01163984	SAMN01163985	SAMN01163986	SAMN01163988	SAMN01163989	SAMN01163990	SAMN01163991	SAMN01163992	SAMN01163993	SAMN01163994	SAMN01163995	SAMN01163996	SAMN01163997	SAMN01163998	SAMN01163999	SAMN01164000	SAMN01164001	SAMN01164002	SAMN01164003	SAMN01164004	SAMN01164005	SAMN01164006	SAMN01164007	SAMN01164008	SAMN01164009	SAMN01164010	SAMN01164011	SAMN01164012	SAMN01164013	SAMN01164014	SAMN01164015	SAMN01164016	SAMN01164017	SAMN01164018	SAMN01164019	SAMN01164020	SAMN01164021	SAMN01164022	SAMN01164023	SAMN01164024	SAMN01164025	SAMN01164026	SAMN01164028	SAMN01164029	SAMN01164030	SAMN01164031	SAMN01164032	SAMN01164033	SAMN01164034	SAMN01164035	SAMN01164036	SAMN01164037	SAMN01164051	SAMN01164056	SAMN01164057	SAMN01164058	SAMN01164059	SAMN01164060	SAMN01164062	SAMN01164063	SAMN01164064	SAMN01164065	SAMN01164066	SAMN01164067	SAMN01164068	SAMN01164073	SAMN01164074	SAMN01164075	SAMN01164076	SAMN01164077	SAMN01164078
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiracea_incertae_sedis	0.0037488284910965324	0.11265164644714039	0.10553814002089863	0.1722054380664653	0.0	0.3222486144101346	0.009345794392523364	0.027900146842878126	0.0	0.056866952789699575	0.0018433179723502304	0.0075046904315197	0.002243829468960359	0.015290519877675842	0.07377049180327869	0.0	0.005852842809364548	0.0	0.013630731102850062	0.0027247956403269754	0.00641025641025641	0.0	0.020491803278688527	0.01008827238335435	0.0	0.0870488322717622	0.019184652278177457	0.032504780114722756	0.04660194174757281	0.006237006237006237	0.0023148148148148147	0.013477088948787064	0.02879078694817658	0.0425925925925926	0.017592592592592594	0.030254777070063694	0.05695142378559464	0.2230392156862745	0.07392197125256673	0.061023622047244104	0.09812108559498955	0.24444444444444444	0.042801556420233464	0.06837606837606838	0.00245398773006135	0.018587360594795536	0.023310023310023315	0.02308802308802309	0.05534351145038168	0.06407322654462243	0.22429906542056074	0.0	0.0	0.06214689265536724	0.012474012474012475	0.049209138840070304	0.0	0.004739336492890996	0.06875	0.004846526655896607	0.017408123791102514	0.0007251631617113851	0.02976190476190476	0.04549854791868345	0.011494252873563218	0.0784313725490196	0.0072992700729927005	0.09803921568627451	0.0	0.005128205128205128	0.0748663101604278	0.17435897435897435
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	0.0028116213683223993	0.0017331022530329288	0.009404388714733543	0.0377643504531722	0.0	0.03800475059382423	0.012461059190031152	0.01908957415565345	0.0	0.042918454935622324	0.0009216589861751152	0.03377110694183865	0.0048616305160807775	0.010703363914373088	0.05327868852459017	0.01694915254237288	0.0008361204013377926	0.0	0.004956629491945477	0.0006811989100817438	0.0	0.013779527559055118	0.024590163934426233	0.0025220680958385876	0.0	0.12101910828025476	0.03357314148681055	0.13575525812619502	0.013592233009708736	0.0	0.004629629629629629	0.025606469002695417	0.005758157389635317	0.003703703703703704	0.04166666666666667	0.05732484076433121	0.05025125628140704	0.06862745098039216	0.21560574948665295	0.045275590551181105	0.07098121085594988	0.08888888888888889	0.005836575875486381	0.0	0.0	0.0	0.002331002331002331	0.03463203463203464	0.0717557251908397	0.027459954233409613	0.09532710280373831	0.0	0.0049261083743842365	0.29378531073446323	0.3180873180873181	0.0	0.0	0.0	0.056249999999999994	0.0	0.029013539651837526	0.0014503263234227702	0.02976190476190476	0.000484027105517909	0.022988505747126436	0.00784313725490196	0.0072992700729927005	0.10784313725490197	0.0	0.17948717948717952	0.10695187165775401	0.010256410256410256
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus2	0.0	0.0017331022530329288	0.0010449320794148381	0.0030211480362537764	0.018867924528301886	0.000791765637371338	0.003115264797507788	0.0	0.0	0.0	0.0	0.0	0.002243829468960359	0.0	0.0	0.0	0.0016722408026755853	0.0	0.0	0.0013623978201634877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009708737864077669	0.0	0.006944444444444444	0.0013477088948787063	0.0	0.001851851851851852	0.0	0.0015923566878980893	0.0016750418760469012	0.0	0.0	0.0	0.0	0.0044444444444444444	0.0019455252918287938	0.0	0.008588957055214725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002079002079002079	0.0	0.0	0.0	0.0	0.0	0.019342359767891684	0.0	0.0	0.000968054211035818	0.20689655172413793	0.0	0.051094890510948905	0.00980392156862745	0.0036363636363636364	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium_XI	0.025304592314901595	0.0	0.0	0.010574018126888218	0.0	0.0	0.003115264797507788	0.0	0.01256281407035176	0.0	0.0	0.0	0.00037397157816005983	0.0030581039755351682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005905511811023622	0.0	0.0	0.0	0.008492569002123142	0.03117505995203837	0.0	0.001941747572815534	0.002079002079002079	0.0	0.0	0.003838771593090211	0.0	0.0	0.0	0.04020100502512563	0.0	0.002053388090349076	0.0	0.0020876826722338203	0.0022222222222222222	0.0019455252918287938	0.03418803418803419	0.0	0.0	0.0	0.0	0.0007633587786259542	0.0	0.001869158878504673	0.0	0.0	0.005649717514124294	0.0	0.0035149384885764497	0.01272264631043257	0.0	0.0	0.0016155088852988692	0.0	0.005801305293691081	0.002976190476190476	0.001452081316553727	0.0	0.0	0.0	0.0	0.0	0.005128205128205128	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	0.0	0.11265164644714037	0.014629049111807731	0.022658610271903322	0.0	0.003167062549485352	0.0	0.0014684287812041115	0.0	0.0	0.0	0.0	0.0007479431563201197	0.0030581039755351682	0.004098360655737705	0.0	0.0008361204013377926	0.0	0.0024783147459727386	0.0	0.0	0.0	0.028688524590163935	0.0	0.0	0.0	0.0	0.01338432122370937	0.007766990291262136	0.0	0.0	0.0026954177897574125	0.0	0.001851851851851852	0.0	0.0	0.0	0.0	0.0	0.049212598425196846	0.031315240083507306	0.013333333333333332	0.023346303501945526	0.0	0.003680981595092025	0.0	0.004662004662004662	0.0	0.0	0.013729977116704806	0.001869158878504673	0.0	0.0	0.0	0.0	0.0017574692442882249	0.0	0.0	0.0	0.0	0.0019342359767891683	0.0	0.002976190476190476	0.000484027105517909	0.0	0.0	0.0	0.0	0.0	0.0	0.0053475935828877	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	0.0	0.008665511265164644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012391573729863693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029182879377431907	0.0	0.0	0.0	0.0	0.0	0.0003816793893129771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019342359767891683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053475935828877	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_IV	0.0009372071227741331	0.0	0.0020898641588296763	0.0015105740181268882	0.0	0.0	0.0	0.0014684287812041115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012391573729863693	0.0	0.0	0.0	0.00819672131147541	0.0	0.0	0.0	0.002398081534772182	0.0019120458891013384	0.0	0.0	0.0	0.0	0.0	0.007407407407407408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022222222222222222	0.0038910505836575876	0.0	0.0	0.0037174721189591076	0.004662004662004662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008928571428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053475935828877	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	0.0	0.022530329289428074	0.016718913270637407	0.07552870090634442	0.03773584905660377	0.045922406967537605	0.0	0.002936857562408223	0.0	0.0665236051502146	0.004608294930875576	0.0	0.0033657442034405382	0.018348623853211007	0.05737704918032786	0.13898305084745763	0.06605351170568562	0.0	0.011152416356877323	0.0013623978201634877	0.038461538461538464	0.0	0.6680327868852458	0.022068095838587643	0.07868852459016393	0.021231422505307858	0.01199040767386091	0.14722753346080306	0.019417475728155338	0.08316008316008316	0.011574074074074073	0.05525606469002695	0.015355086372360844	0.009259259259259259	0.001851851851851852	0.03662420382165605	0.04690117252931324	0.0931372549019608	0.034907597535934295	0.07283464566929135	0.0521920668058455	0.11333333333333334	0.011673151750972763	0.025641025641025644	0.17914110429447855	0.0	0.011655011655011656	0.050505050505050504	0.07748091603053436	0.011441647597254004	0.007476635514018692	0.12162162162162163	0.0049261083743842365	0.0	0.0	0.0035149384885764497	0.02290076335877863	0.009478672985781991	0.03125	0.057350565428109845	0.005802707930367505	0.006526468455402465	0.011904761904761904	0.22265246853823814	0.0	0.00784313725490196	0.0	0.0	0.0	0.0	0.0053475935828877	0.010256410256410256
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Flavonifractor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005873715124816446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043333333333333335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005825242718446602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001968503937007874	0.0	0.0	0.0038910505836575876	0.0	0.0	0.0	0.002331002331002331	0.0	0.0	0.0	0.0	0.0	0.0049261083743842365	0.0	0.0	0.0	0.0	0.0	0.0	0.0008077544426494346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0196078431372549	0.0	0.07179487179487179	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillibacter	0.0	0.048526863084922	0.00522466039707419	0.009063444108761328	0.0	0.02375296912114014	0.0	0.017621145374449337	0.0	0.002145922746781116	0.0	0.0	0.0011219147344801795	0.0045871559633027525	0.0	0.0	0.0	0.0	0.0037174721189591076	0.0034059945504087193	0.0	0.0	0.0	0.0	0.0	0.004246284501061571	0.004796163069544364	0.0019120458891013384	0.0	0.0	0.0	0.0013477088948787063	0.0	0.01111111111111111	0.0	0.0	0.0	0.0024509803921568627	0.0	0.003937007874015748	0.050104384133611686	0.02	0.1575875486381323	0.0	0.01717791411042945	0.0	0.039627039627039624	0.002886002886002886	0.003816793893129771	0.020594965675057208	0.007476635514018691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019342359767891684	0.0	0.020833333333333332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026737967914438505	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	0.0	0.0034662045060658577	0.0073145245559038665	0.1555891238670695	0.0	0.000791765637371338	0.0	0.039647577092511016	0.0	0.0	0.0	0.0	0.0037397157816005987	0.0	0.0	0.0	0.0	0.0033333333333333335	0.02230483271375465	0.0013623978201634877	0.0	0.0	0.012295081967213115	0.0	0.0	0.004246284501061571	0.047961630695443645	0.05353728489483747	0.0	0.0	0.0	0.0	0.0	0.022222222222222223	0.21018518518518517	0.0	0.0	0.01715686274509804	0.0	0.005905511811023622	0.0	0.03777777777777778	0.0	0.0	0.0	0.0	0.009324009324009324	0.001443001443001443	0.0	0.0	0.0	0.0033783783783783786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002976190476190476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum	0.0	0.0017331022530329288	0.0	0.0030211480362537764	0.0	0.000791765637371338	0.0	0.013215859030837005	0.002512562814070352	0.001072961373390558	0.0	0.0	0.00037397157816005983	0.0	0.0	0.0	0.0008361204013377926	0.0	0.0024783147459727386	0.0013623978201634877	0.0	0.0	0.01639344262295082	0.0025220680958385876	0.0	0.046709129511677286	0.0	0.0	0.0	0.0	0.0	0.0	0.0019193857965451055	0.001851851851851852	0.0	0.0	0.0	0.0024509803921568627	0.002053388090349076	0.0	0.0041753653444676405	0.0022222222222222222	0.005836575875486381	0.0	0.0	0.0	0.006993006993006993	0.0	0.0022900763358778627	0.0	0.001869158878504673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017857142857142856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__	0.0028116213683223993	0.008665511265164644	0.009404388714733543	0.0030211480362537764	0.0	0.011084718923198733	0.003115264797507788	0.05433186490455213	0.0	0.0	0.0	0.0	0.0014958863126402393	0.0	0.03278688524590164	0.0	0.0	0.0	0.004956629491945477	0.0	0.0	0.0	0.012295081967213115	0.005674653215636823	0.003278688524590164	0.0	0.004796163069544364	0.0	0.0	0.0	0.0	0.0	0.003838771593090211	0.0	0.006481481481481481	0.0	0.005025125628140704	0.0	0.0	0.0	0.0020876826722338203	0.0	0.0019455252918287938	0.0	0.0196319018404908	0.0	0.0	0.0	0.0026717557251908397	0.0	0.0	0.0	0.0049261083743842365	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.002976190476190476	0.0	0.05747126436781609	0.0	0.0	0.0	0.0	0.0	0.0053475935828877	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_XVIII	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002936857562408223	0.010050251256281407	0.002145922746781116	0.0	0.0	0.0011219147344801795	0.0	0.0	0.0	0.0008361204013377926	0.03666666666666667	0.0	0.0	0.0	0.001968503937007874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002079002079002079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015950920245398775	0.0	0.0	0.0	0.008396946564885497	0.0	0.0	0.0	0.0	0.0	0.018711018711018712	0.0	0.0	0.0	0.0	0.0024232633279483036	0.0019342359767891683	0.0	0.0	0.0	0.0	0.00784313725490196	0.0	0.0	0.0	0.010256410256410256	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelotrichaceae_incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005025125628140704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033333333333333335	0.0	0.0020435967302452314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023148148148148147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041753653444676405	0.0	0.0	0.008547008547008548	0.046625766871165646	0.0	0.0	0.0	0.014122137404580152	0.0	0.0	0.0	0.0	0.0	0.008316008316008316	0.0	0.0	0.0	0.0	0.0032310177705977385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0481283422459893	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Phascolarctobacterium	0.04311152764761013	0.09185441941074524	0.08881922675026123	0.0649546827794562	0.11320754716981132	0.000791765637371338	0.08722741433021806	0.0014684287812041115	0.0	0.0	0.0	0.0	0.002243829468960359	0.01834862385321101	0.00819672131147541	0.0	0.03846153846153846	0.0	0.03717472118959107	0.0899182561307902	0.0	0.0	0.012295081967213115	0.0	0.003278688524590164	0.008492569002123142	0.23980815347721823	0.0	0.0	0.029106029106029108	0.0	0.0	0.03838771593090211	0.001851851851851852	0.09259259259259259	0.0	0.0	0.0	0.024640657084188913	0.06889763779527558	0.06471816283924843	0.0	0.058365758754863814	0.0	0.001226993865030675	0.0	0.0	0.0	0.016412213740458016	0.041189931350114416	0.0	0.04054054054054054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004846526655896607	0.046421663442940034	0.0	0.0	0.000484027105517909	0.022988505747126436	0.0	0.0	0.0	0.0	0.0	0.0962566844919786	0.041025641025641026
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07342143906020558	0.0	0.0	0.0	0.0	0.0007479431563201197	0.0	0.0	0.0	0.0	0.0	0.0	0.00885558583106267	0.0	0.0	0.0	0.0	0.013114754098360656	0.07430997876857749	0.0	0.0	0.0	0.0	0.0023148148148148147	0.0	0.0	0.0	0.0	0.0	0.0033500837520938024	0.056372549019607844	0.0	0.0	0.0	0.0	0.04085603112840467	0.0	0.0	0.0	0.0675990675990676	0.047619047619047616	0.0	0.0	0.029906542056074768	0.0	0.0	0.0	0.0	0.0035149384885764497	0.0	0.0	0.0	0.0	0.0	0.0	0.34226190476190477	0.0	0.0	0.0	0.0072992700729927005	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megamonas	0.5473289597000938	0.0017331022530329288	0.0	0.09818731117824774	0.0	0.0	0.0	0.0	0.0	0.027896995708154508	0.0	0.0	0.0	0.0	0.0	0.13220338983050847	0.0	0.0	0.027261462205700124	0.0	0.0	0.0	0.0	0.0	0.01639344262295082	0.0	0.002398081534772182	0.04206500956022945	0.003883495145631068	0.0	0.0	0.0	0.14971209213051823	0.0	0.0	0.020700636942675158	0.0	0.0	0.04722792607802875	0.0	0.0	0.0	0.0	0.0	0.003680981595092025	0.0037174721189591076	0.0	0.0	0.05648854961832061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005802707930367505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera	0.0	0.0	0.0010449320794148381	0.0030211480362537764	0.0	0.0	0.0	0.049926578560939794	0.0	0.0	0.0	0.01125703564727955	0.0007479431563201197	0.0	0.0	0.0	0.0	0.0	0.0	0.0006811989100817438	0.0	0.0	0.0	0.0018915510718789407	0.659016393442623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016750418760469012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004158004158004158	0.0	0.0	0.018957345971563982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella	0.10496719775070291	0.005199306759098786	0.31870428422152564	0.0	0.0	0.06413301662707839	0.0	0.002936857562408223	0.10552763819095477	0.0	0.011981566820276499	0.08067542213883677	0.015332834704562454	0.0015290519877675841	0.004098360655737705	0.006779661016949152	0.002508361204013378	0.023333333333333334	0.0	0.0006811989100817438	0.1282051282051282	0.011811023622047244	0.004098360655737705	0.21941992433795712	0.02622950819672131	0.0	0.0	0.0	0.001941747572815534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041753653444676405	0.0	0.0	0.008547008547008548	0.0	0.0037174721189591076	0.006993006993006993	0.007215007215007215	0.0030534351145038168	0.0	0.0	0.033783783783783786	0.0	0.02824858757062147	0.3575883575883576	0.03163444639718805	0.002544529262086514	0.14691943127962087	0.05	0.006462035541195477	0.005802707930367505	0.0007251631617113851	0.008928571428571428	0.011132623426911908	0.0	0.03529411764705882	0.0364963503649635	0.0392156862745098	0.0	0.005128205128205128	0.0106951871657754	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Clostridium_XIX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022304832713754646	0.0	0.0	0.0	0.0	0.01639344262295082	0.0	0.0	0.0	0.0	0.0	0.0	0.018518518518518517	0.0	0.0	0.0	0.010185185185185186	0.0	0.0	0.0	0.055441478439425054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009345794392523364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02988691437802908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00375234521575985	0.0	0.0015290519877675841	0.0	0.0	0.0008361204013377926	0.006666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002398081534772182	0.0076481835564053535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02027027027027027	0.0	0.0	0.11642411642411643	0.029876977152899824	0.0	0.004739336492890996	0.00625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014598540145985401	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__	0.0009372071227741331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013089005235602094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007251631617113851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella	0.0	0.0017331022530329288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004098360655737705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002398081534772182	0.0076481835564053535	0.0	0.002079002079002079	0.0	0.0	0.0	0.0	0.0	0.0015923566878980893	0.0016750418760469012	0.0	0.0	0.005905511811023622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003816793893129771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037397157816005983	0.0	0.0	0.0	0.002508361204013378	0.0	0.0	0.0	0.07051282051282051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001869158878504673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008077544426494346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	0.0	0.0	0.0	0.0	0.0	0.003167062549485352	0.0	0.0	0.0	0.0	0.0	0.0	0.0018698578908002991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004796163069544364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	0.09746954076850983	0.0	0.0	0.0	0.0	0.019002375296912115	0.0	0.002936857562408223	0.0	0.001072961373390558	0.0	0.00375234521575985	0.08900523560209424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004629629629629629	0.0	0.0	0.0	0.0	0.0	0.0033500837520938024	0.0	0.0	0.0	0.0	0.0	0.005836575875486381	0.5982905982905983	0.0	0.26765799256505574	0.0	0.001443001443001443	0.0007633587786259542	0.0	0.0	0.0	0.0	0.0	0.012474012474012475	0.0017574692442882249	0.0	0.0	0.0	0.0008077544426494346	0.0	0.0	0.0	0.0	0.0	0.0	0.0072992700729927005	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08547008547008547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06837606837606838	0.0	0.011152416356877323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
