dataset_name	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Intestinibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00133	0.01708	0.0	0.00461	0.00885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00077	0.0	0.0	0.00028	0.00228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Romboutsia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045	0.0	0.0	0.0	0.0	8e-05	0.00027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Agathobaculum	0.11929	0.0	0.0	0.01306	0.00598	0.02909	0.15262	0.0	0.0	0.05144	0.00178	0.02976	0.05943	0.0073	0.11511	0.0667	0.0	0.08936	0.03358	0.06128	0.02669	0.00862	0.0	0.00428	0.00097	0.0	0.00577	0.0	0.01235	0.0	0.09115	0.0	0.06024	0.0	0.0	0.0	0.05356	0.0	0.05642	0.01179	0.00185	0.01335	0.20659	0.3671	0.07275	0.17803	0.11063	0.11007	0.04078	0.05378	1.19274	0.15249	0.0	0.0	0.08101	0.0	0.02546	0.10544	0.08306	0.03566	0.46363	1.74169	0.18185	0.11307	0.06244	0.2048	0.105	0.12337	0.09347	0.12497	0.01672	0.13018
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerofilum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaeromassilibacillus	0.00038	0.0	0.00741	0.0	0.0	0.02069	0.01639	0.0	0.00019	0.01088	0.00039	0.00011	0.00078	0.02057	0.00226	0.0	0.0	0.00213	0.00597	0.0	0.0052	0.00973	0.0	0.00412	0.01242	0.13682	7e-05	0.07644	0.08347	0.14554	0.00227	0.0	0.04866	0.0043	0.00083	0.00669	0.01812	0.0	0.01173	0.04616	0.12307	0.00044	0.0	0.0	0.0	0.0	0.0	0.0	0.00759	0.02268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00195	0.00238	0.0	0.00017	0.00855	0.00149	0.0	0.0	0.0	0.0	0.0	0.01084
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.02824	0.00863	0.06319	0.0	0.0	0.00768	0.42386	0.0	0.15177	0.00459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01711	0.03578	0.00972	0.01887	0.22099	0.01162	0.05069	0.00061	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.45014	0.12386	0.0302	0.014	0.01069	0.0	0.02556	0.05946	0.03417	0.02595	0.00046	0.0	0.0009	0.0055	0.00283	0.00313	0.00487	0.03469	0.0	4.54851	0.00174	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.05979	0.06101	0.04389	0.0	0.0	0.00658	0.0771	0.03763	0.01301	0.00759	0.0	0.04414
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium	2.56431	2.34411	2.32742	1.09838	1.08824	1.10962	1.48766	0.23607	1.40018	2.12576	0.81851	1.9573	1.09741	1.62776	1.16171	2.16189	0.60981	2.8897	1.1191	5.0852	0.92439	0.87852	1.69807	1.2346	2.2568	3.61236	2.44131	0.92673	0.67023	1.52169	3.73123	0.0	0.55404	0.28087	1.78511	0.11102	3.10337	0.51575	1.77792	1.05006	0.54695	0.57066	3.60616	2.47198	2.07234	6.07143	5.8722	3.88448	1.81211	2.4295	1.8834	3.49035	2.97297	2.49337	1.45392	0.59021	0.14492	0.76845	0.38041	0.03377	4.33235	2.23442	3.20985	7.22364	3.20967	3.14466	1.24632	1.4491	1.5652	5.02816	1.85141	4.87558
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Flavonifractor	0.21461	0.98909	0.10038	0.18144	6.13559	0.18556	0.90695	2.36687	0.34406	0.04229	0.1617	0.0511	0.07507	0.93511	0.00557	0.07061	0.6311	0.13319	0.0602	0.28191	0.11065	0.62515	2.30185	0.40784	0.08699	0.7033	0.02234	0.05944	0.03486	0.01084	3.31473	2.52017	1.16857	0.20601	0.61158	0.07653	0.27026	0.78052	0.18309	0.34526	0.35271	0.38042	0.05574	0.0561	0.05145	0.15914	0.25576	0.02277	0.1157	0.20363	0.16395	0.02539	1.54918	0.02766	0.05188	0.30655	0.8814	1.07935	6.80739	0.04818	0.34541	0.13285	0.15024	0.0	0.0022	0.02331	0.48555	1.9873	0.82863	0.30203	3.0562	0.53792
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger	0.0203	0.0057	0.02248	0.12255	0.00288	0.28479	0.0	0.0	0.0	0.01051	0.00545	0.04948	0.05967	0.02045	0.05298	0.26017	0.02548	0.23232	0.05825	0.02015	0.06245	0.44668	0.01499	0.18157	0.07813	0.03141	0.02238	0.00294	0.00624	0.14186	0.00229	0.0	0.0	0.0	0.0	0.0	0.06654	0.00326	0.08139	0.00916	0.03118	0.00176	0.04484	0.04586	0.02754	0.16883	0.1513	0.12734	0.01775	0.04414	0.12909	0.14445	0.0136	0.13891	0.0891	0.0	0.0	0.23596	0.0	0.0	0.0	0.0	0.0	0.01829	0.02089	0.02371	0.0	0.0	0.0	0.0348	0.0181	0.07064
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Harryflintia	0.0507	0.05512	0.0154	0.0	0.0	0.02152	0.03715	0.0	0.00222	0.025	0.01843	0.00282	0.00425	0.00509	0.0024	0.00092	0.0	0.02076	0.0	0.0	0.00161	0.0	0.0	0.0	0.02551	0.18319	0.00746	0.0	0.0	0.0	0.0	0.0	0.0	0.03727	0.49076	0.04756	0.03295	0.01723	0.03023	0.03288	0.08477	0.01065	0.0	0.0	0.01379	0.00975	0.01091	0.04925	0.01014	0.02959	0.0	0.0	0.0	0.00372	0.0	0.0	0.0	0.0	0.0	0.0	0.03322	0.07407	0.00979	0.00278	0.04206	0.01199	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Pseudoflavonifractor	0.02073	0.07642	0.0045	0.0	0.0006	0.00316	0.00085	0.0	0.0	0.00336	0.00929	0.00625	0.0	0.00174	0.00083	0.0	0.0	0.0	0.0013	0.0	0.01578	0.0	0.0	0.0	0.0	0.0	0.00035	0.00993	0.00611	0.00083	0.0	0.0	0.0	0.11929	0.09471	0.15072	0.00078	0.0	0.00116	0.00907	0.00681	0.00651	0.0	0.00051	0.00023	0.00175	0.0	0.0008	0.01195	0.0238	0.00357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02164	0.0216	0.03106	0.0	0.0	0.0	0.0	0.0	0.0	0.00806	0.0	0.02597
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcaceae_unclassified	0.2277	6.13116	1.04851	0.00153	1.41609	0.02197	1.71408	0.04199	0.06592	0.6433	0.18739	0.9487	0.26823	1.11958	1.05797	0.02491	0.00885	0.1616	0.06541	1.23009	0.03653	0.27686	0.12979	0.22472	0.13455	0.12431	0.03761	0.72464	0.64288	0.21282	0.07424	0.01151	0.22651	2.53443	5.00276	0.61445	0.00733	0.04465	0.2576	0.24656	0.38245	0.09929	0.02022	0.01261	0.06569	0.0	0.0	0.0	0.02651	0.06167	0.01724	0.11014	1.26423	2.23272	0.0	0.0	0.0	0.02731	0.06601	0.00354	2.50402	1.60605	1.12008	0.11425	0.14097	0.16763	0.00297	0.22797	0.08134	0.41965	0.68622	0.72403
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	0.65922	0.45435	0.44516	0.2964	0.0	0.36001	0.35879	0.0	0.10039	0.77495	1.22867	1.43961	0.26893	0.7037	1.62905	0.13154	0.0	0.25792	1.48518	3.60608	2.02956	5.56872	0.35182	2.54031	4.75505	0.99312	0.43231	1.54435	1.35963	2.04054	0.0239	0.0	0.0	0.61506	0.66427	2.50942	1.01548	0.0	1.48552	4.61619	7.80823	1.91683	3.16742	1.92204	2.25966	0.74592	1.07063	1.65817	2.64249	2.39123	3.63264	0.34231	0.11055	0.59928	0.33499	0.0	0.0	0.0	0.0	0.0	0.25598	1.06721	0.5605	1.86832	2.24253	0.53856	0.0777	0.08956	0.07634	0.02751	0.00178	0.07717
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruthenibacterium	1.21624	0.94516	0.13784	0.3335	1.14666	0.3966	1.21778	0.67506	1.05373	0.11297	0.07959	0.0792	0.21904	0.29626	0.21409	0.08794	0.02066	0.27114	0.16091	0.15857	0.07451	0.88076	0.33192	0.43298	0.44036	0.48162	0.06899	0.50587	0.30739	0.16872	0.05777	0.0	0.18776	1.38661	1.25512	7.0033	0.159	0.08959	0.30749	1.134	3.31252	0.88956	0.25535	0.06769	0.56353	0.11013	0.17352	0.03984	0.1614	0.683	0.34243	0.09348	0.37001	0.16104	0.00886	0.0	0.11283	1.26758	0.12582	0.01238	1.81673	0.39238	0.08654	0.12957	0.14389	0.10487	0.65775	0.51191	0.53064	0.26275	0.14598	0.33914
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Absiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011	0.0	0.00357	0.0	0.0	0.0	0.0	0.0	0.0	0.00951	0.0	0.00171	0.00587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00191	0.0123	0.00259	0.0	0.0	0.0	0.01077	0.0	0.00378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031	0.00737	0.00181	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00172	0.0	0.0	0.0	0.0	0.01704	0.0	0.0	0.00044	0.0	0.0	0.0	0.0	0.0	0.00737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00276
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Catenibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02705	0.07427	0.0166	0.0	0.0	0.0	0.01447	0.07237	0.00439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00269	0.0	0.0	0.02446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024	0.00912	0.00154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Dielma	0.16732	0.0	0.01056	0.01421	0.00164	6e-05	0.01788	0.00034	0.04244	0.0	0.0	0.00302	0.00603	0.00019	0.00025	0.0	0.0	0.01479	0.0	0.0	0.0	0.07704	0.01187	0.00491	0.00839	0.00316	0.0	0.0	0.0	0.0	0.0	0.0	0.01266	0.04156	0.02478	0.05619	0.00748	0.00093	0.00445	0.00896	0.01584	0.11623	0.0017	0.00432	0.00926	0.01875	0.01006	0.01963	0.00555	0.0086	0.00377	0.0	0.0	0.0	0.0	0.0	0.0	0.01371	0.0	0.0	0.0002	0.03337	0.00531	0.0	0.0	0.0	0.01363	0.03379	0.00825	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelatoclostridium	0.0	0.0	0.00049	0.0	0.00073	0.0	0.00288	0.02567	0.0	0.00466	0.00474	0.02399	0.0	0.0	0.0	0.00325	0.0	0.0	0.0	0.0	0.0	0.00518	0.02135	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0096	0.21425	0.00567	0.00275	0.03993	0.07685	0.0	0.02605	0.0022	0.05566	0.01228	0.01516	0.0	0.0127	0.00224	0.02638	0.05324	0.0	0.0	0.00287	0.0	0.00136	0.02629	0.00141	0.007	0.01497	0.00611	0.0	0.06402	0.0	0.00442	0.01194	0.00517	0.00125	0.00023	0.00409	0.05362	0.10057	0.02251	0.0	0.15369	0.00532
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalicoccus	0.15692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalitalea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042	0.00928	0.00669	0.0	0.0	0.0	0.0	0.0	0.00263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemanella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02206	0.0	0.03504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00938	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01376	0.01908	0.00896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemania	0.06943	0.00709	0.02112	0.04197	0.0	0.05417	0.2874	0.0	0.5141	0.00428	0.00557	0.00367	0.02184	0.01595	0.02761	0.0	0.0	0.0	0.0	0.0	0.0	0.1958	0.06059	0.11987	0.07162	0.07618	0.03701	0.0	0.0	0.00575	0.07638	0.0	0.02676	0.32353	0.02971	0.0687	0.0	0.0	0.0	0.27774	0.38935	0.18313	0.0464	0.02935	0.05413	0.0	0.0	0.0	0.0684	0.07192	0.03767	0.01197	0.02092	0.02027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01561	0.01229	0.01714	0.0	8e-05	0.0	0.00992	0.00767	0.02504
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Massiliomicrobiota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter	0.0	0.0	0.00203	0.0	0.0	0.01531	0.0	0.0	0.0	0.0	0.00387	0.00661	0.0	0.0	0.0	0.00266	0.0	0.00057	0.00588	0.0	0.0307	0.031	0.0	0.00133	0.00033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00599	0.00441	0.0059	0.00516	0.0	0.00844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified.f__Firmicutes_unclassified.g__Firmicutes_unclassified	0.02008	0.00626	0.01635	0.28713	0.12083	0.58719	0.96829	0.0	0.20411	0.29688	0.20637	0.03162	0.54152	0.8391	1.37177	0.57454	0.0	0.52294	0.22221	0.51344	0.31988	1.29933	0.01991	0.28843	2.24911	3.12824	0.69297	0.93069	0.54232	0.27322	0.00372	0.0	0.0	0.26174	0.0001	0.75753	0.17056	0.00133	0.12583	3.64399	5.00974	0.75975	0.19077	0.12573	0.13266	0.27665	0.32966	0.034	0.12419	0.39481	0.41816	0.59091	0.2258	0.23861	7e-05	0.0	0.05175	0.0	0.0	0.0	0.28352	0.82163	0.21563	0.23121	0.69916	0.40207	0.01119	0.0533	0.01277	0.593	0.00861	0.33007
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Acidaminococcus	0.0	0.0	0.0	2.31706	0.0	8.2756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06082	0.35247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Phascolarctobacterium	0.0	0.0	0.0	0.1808	0.00287	0.69247	0.0	0.0	0.0	0.0	0.0	0.0	0.07497	0.0	0.01754	0.0	0.0	0.0	0.24584	0.28146	0.00243	0.0	0.0	0.0	1.82798	0.97249	0.55212	0.4238	0.74285	2.49466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33714	0.92968	0.97329	0.61231	1.81912	0.18819	0.1391	0.12023	0.2795	0.14407	0.24006	0.2178	0.44389	0.93648	0.4012	0.0	0.0	0.0	0.0	0.0	0.0	0.39423	0.37462	0.3107	0.98755	0.8179	0.73394	0.0	0.0	0.0	0.536	0.10148	1.27019
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Megamonas	0.0	0.0	0.0	0.01268	0.0	0.02285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Mitsuokella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01849	0.00835	0.00954	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Allisonella	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00383	0.0	0.00358	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Dialister	0.89323	0.0	0.02983	2.0979	0.0	0.00503	0.25642	0.0	0.0	1.02966	0.00193	0.53512	0.0	0.0	0.0	0.33446	0	0.39616	2.07065	0.0	4.34158	2.62656	0.0	0.77765	0.0	0.0	0.0	0.0	0.0	0.0	0.70704	0.0	0.29508	1.70344	0.00014	0.67843	0.01429	0.0	0.09846	0.04448	0.01089	0.00339	0.0	0.0	0.0	0.0317	0.02486	0.11859	0.0	0.0	0.0	0.0	0.0	0.0	1.33217	0.0	0.73415	1.432	0.0	0.75239	0.0	0.0	0.0	0.0	0.0	0.0	0.2138	0.41649	0.46884	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Megasphaera	0.0	0.0	0.0	0.12815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04477	0.0145	0.03321	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26181	0.10473	0.17321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella	0.09047	0.0	0.0232	0.0	0.0	0.00135	0.00525	0.0	0.01441	0.05002	0.0	0.0239	0.0	0.0	0.0	0.25195	0	0.00743	0.00644	0.0	0.0004	0.03531	0.0	0.15234	0.0	0.0	0.00234	0.0	0.0	0.01522	1.07424	0.0	0.04955	0.0	0.0	0.0	0.00776	0.0	0.02049	0.00225	0.00142	0.00157	0.08078	1.38567	0.11664	0.03097	0.01678	0.12643	0.00124	0.0	0.02782	0.12199	0.0	0.05723	0.11726	0.0	0.89813	0.00328	0.0	0.70113	0.01111	0.01064	0.03937	0.01377	0.14027	0.48605	0.0	0.00059	0.01422	0.18511	0.0	0.00209
